,CWSID,RegulatingAgency,WaterSystemName,Score_DroughtWatchStatus,WaterOutageDroughtViolation,BottledHauledWaterOrZeroSource,CurtailmentExemptionPetition,Score_1704,FundedProject,DroughtExperienced,ServiceConnections,Population,Score_SourceNumber,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,PWPhysicalAddressLat,PWPhysicalAddressLong,CentralValleyCounties,NonCentralValleyCounties,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8_CentralValley,HUC8_Coast,HUC8_Other,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,DSCI2WYAvg,TNCFlow2WYAvg,ind,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2
1556,CA3410023,DISTRICT 09 - SACRAMENTO,CAL AM FRUITRIDGE VISTA,0,0,0,0,0,0,0,4667,15385,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,38.5817794,-121.5048137,SACRAMENTO,No,13,0,SacramentoRiver,1802,18020163,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,7043.511667,1,0.749,0.251,NotExpected,0.768,0.232,NotExpected,0.798,0.202,NotExpected,0.754,0.246,NotExpected,0.741,0.259,NotExpected
1557,CA3410026,DISTRICT 09 - SACRAMENTO,CALIFORNIA STATE FAIR,0,0,0,0,0,0,0,269,650,0,0,0,0,1129,0,0,0,2,0,0,0,0,2,0.333333333,38.5903681,-121.4354065,SACRAMENTO,No,4,0,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,279.5714286,1330.102015,1,0.844,0.156,NotExpected,0.857,0.143,NotExpected,0.894,0.106,NotExpected,0.904,0.096,NotExpected,0.909,0.091,NotExpected
1558,CA3410029,DISTRICT 09 - SACRAMENTO,SCWA - LAGUNA/VINEYARD,0,0,0,0,0,0,0,47411,172666,0,0,0,0,-1,1,0,2,2,1,1,2,2,10,-1,38.5516381,-121.3365159,SACRAMENTO,No,42,1,SacSJ,1802,18020163,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,7043.511667,1,0.367,0.633,Expected,0.373,0.627,Expected,0.37,0.63,Expected,0.385,0.615,Expected,0.417,0.583,Expected
1559,CA3410030,DISTRICT 09 - SACRAMENTO,"FOLSOM, CITY OF - ASHLAND",0,0,0,0,0,0,0,1079,3538,0,0,0,0,-1,0,0,0,0,2,0,0,0,2,1,38.6820869,-121.1656584,SACRAMENTO,No,0,0,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,279.5714286,1330.102015,2,0.816,0.184,NotExpected,0.829,0.171,NotExpected,0.878,0.122,NotExpected,0.889,0.111,NotExpected,0.903,0.097,NotExpected
1560,CA3410031,DISTRICT 09 - SACRAMENTO,CALAM - ANTELOPE,0,0,0,0,0,0,0,10528,34720,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,38.6527955,-121.4255067,SACRAMENTO,No,17,0,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,1330.102015,2,0.933,0.067,NotExpected,0.939,0.061,NotExpected,0.961,0.039,NotExpected,0.956,0.044,NotExpected,0.961,0.039,NotExpected
1561,CA3410032,DISTRICT 09 - SACRAMENTO,FOLSOM STATE PRISON,0,0,0,0,0,0,0,2790,9703,1,0,0,0,1322,0,0,0,0,0,0,0,0,0,1.333333333,38.6924372,-121.164428,SACRAMENTO,No,0,1,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,279.5714286,1330.102015,1,0.726,0.274,NotExpected,0.768,0.232,NotExpected,0.774,0.226,NotExpected,0.833,0.167,NotExpected,0.861,0.139,NotExpected
1562,CA3410033,DISTRICT 09 - SACRAMENTO,FLORIN COUNTY WATER DISTRICT,0,0,0,0,0,0,0,2323,7831,0,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,38.4976899,-121.3963047,SACRAMENTO,No,10,0,SacramentoRiver,1802,18020163,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,7043.511667,1,0.755,0.245,NotExpected,0.785,0.215,NotExpected,0.808,0.192,NotExpected,0.797,0.203,NotExpected,0.798,0.202,NotExpected
1563,CA3410045,DISTRICT 09 - SACRAMENTO,CALAM - ARDEN,0,0,0,0,0,0,0,1185,3908,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,38.6527955,-121.4255067,SACRAMENTO,No,4,0,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,1330.102015,2,0.874,0.126,NotExpected,0.876,0.124,NotExpected,0.914,0.086,NotExpected,0.897,0.103,NotExpected,0.91,0.09,NotExpected
1564,CA3410047,DISTRICT 09 - SACRAMENTO,CALAM - WALNUT GROVE,0,0,0,0,0,0,0,197,651,0.5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.333333333,38.6527955,-121.4255067,SACRAMENTO,No,2,0,SacramentoRiver,1802,18020111,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,0,279.5714286,1330.102015,1,0.846,0.154,NotExpected,0.868,0.132,NotExpected,0.906,0.094,NotExpected,0.889,0.111,NotExpected,0.908,0.092,NotExpected
1565,CA3410704,DISTRICT 09 - SACRAMENTO,SCWA MATHER-SUNRISE,0,0,0,0,0,0,0,6921,22839,0,0,0,0,-1,0,0,2,2,1,1,2,2,10,0,38.5516381,-121.3365159,SACRAMENTO,No,8,0,SacramentoRiver,1802,18020163,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-021,0-000,0-000,1,279.5714286,7043.511667,1,0.74,0.26,NotExpected,0.733,0.267,NotExpected,0.766,0.234,NotExpected,0.761,0.239,NotExpected,0.73,0.27,NotExpected
1566,CA3500006,DISTRICT 05 - MONTEREY,CSA NO. 31 STONEGATE WS,0,0,0,0,0,0,0,77,252,0.5,0,0,0,2235,0,0,0,0,0,2,0,0,2,0.333333333,36.8176459,-121.3877788,No,SAN BENITO,1,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.644,0.356,NotExpected,0.674,0.326,NotExpected,0.632,0.368,NotExpected,0.65,0.35,NotExpected,0.643,0.357,NotExpected
1567,CA3500505,DISTRICT 05 - MONTEREY,THOUSAND TRAILS SAN BENITO PRESERVE,0,0,0,0,0,0,0,365,1025,0.5,0,0,0,1186,0,0,0,0,0,0,0,0,0,0.333333333,36.6919811,-121.2972995,No,SAN BENITO,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.717,0.283,NotExpected,0.78,0.22,NotExpected,0.759,0.241,NotExpected,0.739,0.261,NotExpected,0.76,0.24,NotExpected
1568,CA3500509,DISTRICT 05 - MONTEREY,TRES PINOS CWD,0,0,0,0,0,0,0,121,350,1,0,0,0,905,0,0,0,0,0,1,0,0,1,1.333333333,36.7895272,-121.321313,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.637,0.363,NotExpected,0.711,0.289,NotExpected,0.68,0.32,NotExpected,0.692,0.308,NotExpected,0.685,0.315,NotExpected
1569,CA3500510,DISTRICT 05 - MONTEREY,MCMAHON ROAD MUTUAL WATER COMPANY,0,0,0,0,0,0,0,32,102,1,0,0,0,1491,0,0,0,0,0,0,0,0,0,1.333333333,36.9101933,-121.3474481,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.745,0.255,NotExpected,0.81,0.19,NotExpected,0.781,0.219,NotExpected,0.784,0.216,NotExpected,0.773,0.227,NotExpected
1570,CA3500511,DISTRICT 05 - MONTEREY,CASA DE FRUTA ORCHARDS,0,0,0,0,0,0,0,20,53,1,0,0,0,190,0,0,0,0,0,0,0,0,0,2,36.9495341,-121.3827058,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.546,0.454,NotExpected,0.594,0.406,NotExpected,0.538,0.462,NotExpected,0.578,0.422,NotExpected,0.555,0.445,NotExpected
1571,CA3500524,DISTRICT 17 - SANTA CLARA,RIVER OAKS R.V.P.,0,0,0,0,0,0,0,15,52,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,36.8995982,-121.596754,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.697,0.303,NotExpected,0.69,0.31,NotExpected,0.664,0.336,NotExpected,0.69,0.31,NotExpected,0.673,0.327,NotExpected
1572,CA3500527,DISTRICT 05 - MONTEREY,VALENZUELA WATER SYSTEM,0,0,1,0,0,0,1,17,55,1,0,0,0,541,0,0,0,0,0,0,0,0,0,2.5,36.8360649,-121.4194347,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0,1,Expected,0.001,0.999,Expected,0,1,Expected,0,1,Expected,0,1,Expected
1573,CA3500549,DISTRICT 05 - MONTEREY,ROSA MORADA MUTUAL WATER COMPANY,0,0,0,0,0,0,0,21,69,0.5,0,0,0,2044,0,0,0,0,1,1,1,1,4,0.333333333,36.8524545,-121.4016021,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.674,0.326,NotExpected,0.719,0.281,NotExpected,0.73,0.27,NotExpected,0.723,0.277,NotExpected,0.719,0.281,NotExpected
1574,CA3500550,DISTRICT 05 - MONTEREY,SAN JUSTO MUTUAL WATER COMPANY,0,0,0,0,0,0,0,60,160,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,36.821396,-121.400569,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.66,0.34,NotExpected,0.74,0.26,NotExpected,0.688,0.312,NotExpected,0.709,0.291,NotExpected,0.708,0.292,NotExpected
1575,CA3500552,DISTRICT 05 - MONTEREY,VENTURE ESTATES MWC,0,0,0,0,0,0,0,18,60,1,0,0,0,1253,0,0,0,0,0,0,0,0,0,1.333333333,36.8180349,-121.3493607,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.583,0.417,NotExpected,0.656,0.344,NotExpected,0.588,0.412,NotExpected,0.617,0.383,NotExpected,0.588,0.412,NotExpected
1576,CA3500556,DISTRICT 05 - MONTEREY,MISSION FARM R.V. PARK,0,0,0,0,0,0,0,173,110,0,0,0,0,2213,0,0,0,0,0,0,0,0,0,0,36.8392954,-121.5296855,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,1,157.1809524,88.78013944,1,0.791,0.209,NotExpected,0.827,0.173,NotExpected,0.84,0.16,NotExpected,0.837,0.163,NotExpected,0.848,0.152,NotExpected
1577,CA3500575,DISTRICT 05 - MONTEREY,SPRINGWOOD ESTATES MWC,0,0,0,0,0,0,0,15,50,1,0,0,0,1639,0,0,0,0,0,0,0,0,0,1.333333333,36.91689,-121.3479787,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.775,0.225,NotExpected,0.808,0.192,NotExpected,0.78,0.22,NotExpected,0.792,0.208,NotExpected,0.777,0.223,NotExpected
1578,CA3500576,DISTRICT 05 - MONTEREY,AROMAS HILLS MUTUAL WATER ASSOCIATION,0,0,0,0,0,0,0,10,44,1,0,0,1,1175,0,0,0,0,0,0,0,0,0,2,36.8635703,-121.6239861,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,157.1809524,289.7983252,1,0.793,0.207,NotExpected,0.809,0.191,NotExpected,0.778,0.222,NotExpected,0.807,0.193,NotExpected,0.804,0.196,NotExpected
1579,CA3500578,DISTRICT 05 - MONTEREY,LOS MADRONES MWC,0,0,0,0,0,0,0,13,36,0.5,0,0,0,90,0,0,0,0,0,0,0,0,0,1,36.8054072,-121.5057414,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.678,0.322,NotExpected,0.671,0.329,NotExpected,0.67,0.33,NotExpected,0.661,0.339,NotExpected,0.669,0.331,NotExpected
1580,CA3500579,DISTRICT 05 - MONTEREY,VINEYARD ESTATES MWC,0,0,0,0,0,0,0,26,90,1,0,0,0,1627,0,0,0,0,0,0,0,0,0,1.333333333,36.7954754,-121.3559054,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.695,0.305,NotExpected,0.765,0.235,NotExpected,0.728,0.272,NotExpected,0.747,0.253,NotExpected,0.727,0.273,NotExpected
1581,CA3500581,DISTRICT 05 - MONTEREY,RANCHO SAN JOAQUIN MWC,0,0,0,0,0,0,0,30,96,1,0,0,0,1575,0,0,0,0,0,0,0,0,0,1.333333333,36.8524545,-121.4016021,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.711,0.289,NotExpected,0.783,0.217,NotExpected,0.751,0.249,NotExpected,0.766,0.234,NotExpected,0.746,0.254,NotExpected
1582,CA3500810,DISTRICT 05 - MONTEREY,WHISPERING PINES INN,0,0,0,0,0,0,0,2,38,1,0,0,0,543,0,0,0,0,0,0,0,0,0,1.5,36.928653,-121.3752917,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.779,0.221,NotExpected,0.819,0.181,NotExpected,0.8,0.2,NotExpected,0.826,0.174,NotExpected,0.804,0.196,NotExpected
1583,CA3500823,DISTRICT 05 - MONTEREY,BEST ROAD MWC,0,0,0,0,0,0,0,48,133,0.5,0,0,0,2032,0,0,0,0,0,0,0,0,0,0.333333333,36.8265529,-121.3467918,No,SAN BENITO,1,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.744,0.256,NotExpected,0.792,0.208,NotExpected,0.747,0.253,NotExpected,0.754,0.246,NotExpected,0.749,0.251,NotExpected
1584,CA3500825,DISTRICT 05 - MONTEREY,UNION HEIGHTS MWC,0,0,0,0,0,0,0,29,98,0.5,0,0,0,1904,0,0,0,0,0,0,0,0,0,0.333333333,36.85,-121.4,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.771,0.229,NotExpected,0.825,0.175,NotExpected,0.812,0.188,NotExpected,0.793,0.207,NotExpected,0.792,0.208,NotExpected
1585,CA3500830,DISTRICT 05 - MONTEREY,FALLON ROAD LABOR HOUSING,0,0,0,0,0,0,0,7,84,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,36.8942789,-121.3847952,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.76,0.24,NotExpected,0.803,0.197,NotExpected,0.78,0.22,NotExpected,0.8,0.2,NotExpected,0.792,0.208,NotExpected
1586,CA3500836,DISTRICT 05 - MONTEREY,BETABEL RV RESORT,0,0,0,0,0,0,0,176,49,1,0,0,0,219,0,0,0,0,0,0,0,0,0,2,36.9013535,-121.5576271,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.653,0.347,NotExpected,0.709,0.291,NotExpected,0.674,0.326,NotExpected,0.692,0.308,NotExpected,0.719,0.281,NotExpected
1587,CA3500900,DISTRICT 05 - MONTEREY,ASHFORD HIGHLANDS MWC,0,0,0,0,0,0,0,56,132,0.5,0,0,0,1785,0,0,0,0,0,0,0,0,0,0.333333333,36.8524545,-121.4016021,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR-3,FR-999,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.754,0.246,NotExpected,0.773,0.227,NotExpected,0.763,0.237,NotExpected,0.767,0.233,NotExpected,0.79,0.21,NotExpected
1588,CA3500904,DISTRICT 05 - MONTEREY,HOLLISTER RANCH ESTATES,0,0,0,0,0,0,0,37,150,0.5,1,0,0,623,0,0,0,0,0,0,0,0,0,0.333333333,36.8524545,-121.4016021,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.651,0.349,NotExpected,0.718,0.282,NotExpected,0.724,0.276,NotExpected,0.694,0.306,NotExpected,0.718,0.282,NotExpected
1589,CA3500910,DISTRICT 05 - MONTEREY,DUNNEVILLE ESTATES CSA #50,0,0,0,0,0,0,0,30,120,0.5,0,0,0,1504,0,0,0,0,0,0,0,0,0,0.333333333,36.9482611,-121.4108684,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.791,0.209,NotExpected,0.83,0.17,NotExpected,0.829,0.171,NotExpected,0.804,0.196,NotExpected,0.807,0.193,NotExpected
1590,CA3500911,DISTRICT 05 - MONTEREY,CREEKBRIDGE MUTUAL WATER COMPANY,0,0,0,0,0,0,0,22,69,1,0,0,0,1623,0,0,0,0,0,0,0,0,0,1.333333333,36.8524545,-121.4016021,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,2,0.671,0.329,NotExpected,0.726,0.274,NotExpected,0.7,0.3,NotExpected,0.714,0.286,NotExpected,0.689,0.311,NotExpected
1591,CA3500912,DISTRICT 05 - MONTEREY,COMSTOCK MUTUAL WATER COMPANY,0,0,0,0,0,0,0,33,100,1,0,0,0,1431,0,0,0,0,0,0,0,0,0,1.333333333,36.9305361,-121.3533143,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.726,0.274,NotExpected,0.786,0.214,NotExpected,0.753,0.247,NotExpected,0.766,0.234,NotExpected,0.752,0.248,NotExpected
1592,CA3500923,DISTRICT 05 - MONTEREY,FAIRVIEW ROAD WATER SYSTEM,0,0,0,0,0,0,0,10,33,1,0,0,0,843,0,0,0,0,0,0,0,0,0,1.333333333,36.9093836,-121.3677207,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.779,0.221,NotExpected,0.811,0.189,NotExpected,0.782,0.218,NotExpected,0.804,0.196,NotExpected,0.785,0.215,NotExpected
1593,CA3500930,DISTRICT 05 - MONTEREY,BENITO VALLEY FARMS,0,0,0,0,0,0,0,11,44,0.5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.333333333,36.950467,-121.498852,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.757,0.243,NotExpected,0.775,0.225,NotExpected,0.768,0.232,NotExpected,0.769,0.231,NotExpected,0.751,0.249,NotExpected
1594,CA3510001,DISTRICT 05 - MONTEREY,"HOLLISTER, CITY OF",0,0,0,0,0,0,0,7561,23358,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,36.8484368,-121.42083,No,SAN BENITO,5,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR-3,FR-999,0-000,3-003,0-000,0-000,0-000,1,157.1809524,88.78013944,2,0.759,0.241,NotExpected,0.8,0.2,NotExpected,0.795,0.205,NotExpected,0.774,0.226,NotExpected,0.801,0.199,NotExpected
1595,CA3510002,DISTRICT 05 - MONTEREY,"SAN JUAN BAUTISTA, CITY OF",0,0,0,0,0,0,0,834,2335,0.5,0,0,0,1635,0,0,0,0,0,1,0,0,1,0.333333333,36.8455108,-121.5379974,No,SAN BENITO,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.737,0.263,NotExpected,0.763,0.237,NotExpected,0.755,0.245,NotExpected,0.746,0.254,NotExpected,0.736,0.264,NotExpected
1596,CA3510003,DISTRICT 05 - MONTEREY,SUNNYSLOPE COUNTY WATER DIST,0,0,0,0,0,0,0,6579,22902,0,0,0,0,-1,0,0,2,2,2,1,2,2,11,0,36.8171246,-121.367609,No,SAN BENITO,5,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,1,157.1809524,88.78013944,1,0.689,0.311,NotExpected,0.72,0.28,NotExpected,0.747,0.253,NotExpected,0.747,0.253,NotExpected,0.738,0.262,NotExpected
1597,CA3510004,DISTRICT 05 - MONTEREY,AROMAS WATER DISTRICT,0,0,0,0,0,0,0,968,2988,0,0,0,1,1891,0,0,0,0,0,1,0,0,1,1,36.8883786,-121.6436175,No,SAN BENITO,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.684,0.316,NotExpected,0.702,0.298,NotExpected,0.704,0.296,NotExpected,0.706,0.294,NotExpected,0.689,0.311,NotExpected
1598,CA3510006,DISTRICT 05 - MONTEREY,MISSION OAKS MOBILE HOME PARK,0,0,0,0,0,0,0,238,550,0,0,0,0,2282,0,0,0,0,0,0,0,0,0,0,36.8514101,-121.4220466,No,SAN BENITO,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,1,157.1809524,88.78013944,2,0.808,0.192,NotExpected,0.836,0.164,NotExpected,0.843,0.157,NotExpected,0.854,0.146,NotExpected,0.855,0.145,NotExpected
1599,CA3510007,DISTRICT 05 - MONTEREY,SAN BENITO COUNTY WATER DISTRICT,0,0,0,0,0,0,0,2,25,0,0,0,0,-1,0,0,2,2,2,2,2,2,12,-1,36.8363045,-121.3635832,No,SAN BENITO,0,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,157.1809524,88.78013944,1,0.69,0.31,NotExpected,0.741,0.259,NotExpected,0.769,0.231,NotExpected,0.773,0.227,NotExpected,0.752,0.248,NotExpected
1600,CA3600008,DISTRICT 13 - SAN BERNARDINO,APPLE VALLEY FOOTHILL CWD,0,0,0,0,0,0,0,218,729,0.5,0,0,0,1928,0,0,0,0,0,0,0,0,0,0.333333333,34.4565282,-117.1711767,No,SAN BERNARDINO,2,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090208,6,0-000,0-000,0-000,0-000,6-042,0-000,0,191.3809524,106.2959244,1,0.923,0.077,NotExpected,0.915,0.085,NotExpected,0.922,0.078,NotExpected,0.924,0.076,NotExpected,0.913,0.087,NotExpected
1601,CA3600009,DISTRICT 13 - SAN BERNARDINO,APPLE VALLEY HEIGHTS CWD,0,0,0,0,0,0,0,296,986,0.5,0,0,0,1840,0,0,0,0,0,0,0,0,0,0.333333333,34.4231645,-117.1587932,No,SAN BERNARDINO,2,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090208,6,0-000,0-000,0-000,0-000,6-042,0-000,0,191.3809524,106.2959244,1,0.914,0.086,NotExpected,0.909,0.091,NotExpected,0.916,0.084,NotExpected,0.92,0.08,NotExpected,0.905,0.095,NotExpected
1602,CA3600010,LPA66 - SAN BERNARDINO COUNTY,LIBERTY UTILITIES APPLE VALLEY,0,0,0,0,0,0,0,50,170,0,0,0,0,1543,0,0,0,0,0,0,0,0,0,0,34.4938451,-117.1888647,No,SAN BERNARDINO,1,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090208,6,0-000,0-000,0-000,0-000,6-042,0-000,1,191.3809524,106.2959244,1,0.919,0.081,NotExpected,0.912,0.088,NotExpected,0.915,0.085,NotExpected,0.925,0.075,NotExpected,0.921,0.079,NotExpected
1603,CA3600012,LPA66 - SAN BERNARDINO COUNTY,APPLE VALLEY VIEW MWC,0,0,0,0,0,0,0,81,275,0.5,0,0,0,1998,0,0,0,0,0,2,1,0,3,0.333333333,34.5510521,-117.134449,No,SAN BERNARDINO,2,0,PartialSac,1809,HUC8_Other,HUC8_Other,18090208,5A6,0-000,0-000,0-000,5-021,6-042,0-000,0,191.3809524,106.2959244,1,0.774,0.226,NotExpected,0.762,0.238,NotExpected,0.812,0.188,NotExpected,0.815,0.185,NotExpected,0.813,0.187,NotExpected
1604,CA3600022,LPA66 - SAN BERNARDINO COUNTY,BAKER COMMUNITY SERVICES DISTRICT,0,0,0,0,0,0,0,109,1000,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0.333333333,35.2734905,-116.0631113,No,SAN BERNARDINO,6,0,NotInCurtailedWatershed,1809,HUC8_Other,HUC8_Other,18090208,6,0-000,0-000,0-000,0-000,6-0426-033,0-000,0,191.3809524,106.2959244,1,0.813,0.187,NotExpected,0.79,0.21,NotExpected,0.767,0.233,NotExpected,0.764,0.236,NotExpected,0.772,0.228,NotExpected
