PWSID,Groundwater,Surface Water,Interties
CA2300829,1,0,0
CA2300830,1,0,0
CA2300831,3,0,0
CA2300832,4,0,0
CA2300837,1,0,0
CA2300838,2,0,0
CA2300839,0,1,0
CA2300842,1,0,0
CA2300845,1,0,0
CA2300846,1,0,0
CA2300847,0,1,0
CA2300852,3,0,0
CA2300853,1,0,0
CA2300854,2,0,0
CA2300855,1,0,0
CA2300856,1,0,0
CA2300858,0,1,0
CA2300863,1,0,0
CA2300871,0,2,0
CA2300872,1,0,0
CA2300873,0,1,0
CA2300877,1,0,0
CA2300879,3,0,0
CA2300892,2,0,0
CA2300901,9,0,0
CA2300902,1,0,0
CA2300903,1,0,0
CA2300905,1,0,0
CA2300906,1,0,0
CA2300950,1,0,0
CA2300951,1,0,0
CA2300958,1,0,0
CA2310001,0,3,0
CA2310002,6,0,0
CA2310003,5,1,0
CA2310004,1,1,0
CA2310005,5,0,0
CA2310006,4,17,0
CA2310007,2,2,0
CA2310008,0,1,0
CA2310009,0,1,0
CA2310010,2,0,0
CA2310011,2,0,0
CA2310012,2,2,0
CA2310013,2,0,0
CA2310300,1,0,0
CA2310301,0,1,0
CA2310302,0,1,0
CA2310303,1,0,0
CA2310304,0,1,0
CA2310308,1,0,0
CA2310310,0,1,0
CA2310312,0,1,0
CA2310313,0,3,0
CA2310316,1,0,0
CA2310317,0,1,0
CA2310800,0,1,0
CA2310801,1,1,0
CA2400011,2,0,0
CA2400013,2,0,0
CA2400014,1,0,0
CA2400028,2,0,0
CA2400034,1,0,0
CA2400046,2,0,0
CA2400051,4,0,0
CA2400053,2,0,0
CA2400055,3,0,0
CA2400058,1,0,0
CA2400062,1,0,0
CA2400064,1,0,0
CA2400065,2,0,0
CA2400066,1,0,0
CA2400071,1,0,0
CA2400075,1,0,0
CA2400078,1,0,0
CA2400079,2,0,0
CA2400084,1,0,0
CA2400085,0,1,0
CA2400088,2,0,0
CA2400089,1,0,0
CA2400091,1,0,0
CA2400097,1,0,0
CA2400099,1,0,0
CA2400113,2,0,0
CA2400114,2,0,0
CA2400117,2,0,0
CA2400119,1,0,0
CA2400122,1,0,0
CA2400128,2,0,0
CA2400134,1,0,0
CA2400139,2,0,0
CA2400140,1,0,0
CA2400148,1,0,0
CA2400153,1,0,0
CA2400154,1,0,0
CA2400162,1,0,0
CA2400165,2,0,0
CA2400166,1,0,0
CA2400167,1,0,0
CA2400169,6,0,0
CA2400170,2,0,0
CA2400172,2,0,0
CA2400175,4,0,0
CA2400196,1,0,0
CA2400200,0,1,0
CA2400201,1,0,0
CA2400206,3,0,0
CA2400208,0,1,0
CA2400209,0,1,0
CA2400211,1,0,0
CA2400216,1,0,0
CA2400218,1,0,0
CA2400219,1,0,0
CA2400220,1,0,0
CA2400223,2,0,0
CA2400226,1,0,0
CA2400227,1,0,0
CA2400229,1,0,0
CA2400230,1,0,0
CA2400231,1,0,0
CA2400232,3,0,0
CA2400234,1,0,0
CA2400240,1,0,0
CA2400245,1,0,0
CA2400248,1,0,0
CA2400249,1,0,0
CA2400254,1,0,0
CA2400255,1,0,0
CA2400304,1,0,0
CA2400307,1,0,0
CA2400315,1,0,0
CA2400318,1,0,0
CA2400320,1,0,0
CA2400322,1,0,0
CA2400323,1,0,0
CA2400326,1,0,0
CA2400327,1,0,0
CA2400328,1,0,0
CA2400329,1,0,0
CA2400330,1,0,0
CA2400331,1,0,0
CA2400332,1,0,0
CA2400334,1,0,0
CA2400335,1,0,0
CA2400336,1,0,0
CA2400337,1,0,0
CA2400338,2,0,0
CA2400339,1,0,0
CA2400340,1,0,0
CA2400341,1,0,0
CA2400342,1,0,0
CA2400343,2,0,0
CA2400345,1,0,0
CA2400347,1,0,0
CA2400348,2,0,0
CA2410001,8,0,0
CA2410002,0,1,0
CA2410003,4,0,0
CA2410004,9,0,0
CA2410005,13,0,0
CA2410006,4,0,0
CA2410007,6,0,0
CA2410008,3,0,0
CA2410009,21,0,0
CA2410010,3,0,0
CA2410011,2,0,0
CA2410012,3,0,0
CA2410018,1,1,0
CA2410021,1,0,0
CA2410301,1,0,0
CA2410302,1,0,0
CA2410303,0,1,0
CA2410304,0,1,0
CA2410305,0,1,1
CA2410700,2,0,0
CA2410950,0,1,0
CA2500503,2,0,0
CA2500538,1,0,0
CA2500547,1,0,0
CA2500801,2,0,0
CA2500811,1,0,0
CA2500911,3,0,0
CA2510001,4,0,0
CA2510002,2,0,0
CA2510800,1,0,0
CA2600501,3,0,0
CA2600502,1,0,0
CA2600503,1,0,0
CA2600505,3,0,0
CA2600509,1,0,0
CA2600510,1,0,0
CA2600511,1,0,0
CA2600513,1,0,0
CA2600515,1,0,0
CA2600518,1,0,0
CA2600519,1,0,0
CA2600524,1,0,0
CA2600526,1,0,0
CA2600532,1,0,0
CA2600533,1,0,0
CA2600534,1,0,0
CA2600535,1,0,0
CA2600536,1,0,0
CA2600538,2,0,0
CA2600540,1,0,0
CA2600543,1,0,0
CA2600545,1,0,0
CA2600546,1,0,0
CA2600547,2,0,0
CA2600550,1,0,0
CA2600551,1,0,0
CA2600552,1,0,0
CA2600553,1,0,0
CA2600555,1,0,0
CA2600556,1,0,0
CA2600558,1,0,0
CA2600560,1,0,0
CA2600561,1,0,0
CA2600563,1,0,0
CA2600564,1,0,0
CA2600567,1,0,0
CA2600568,1,0,0
CA2600570,2,0,0
CA2600571,1,0,0
CA2600572,2,0,0
CA2600573,1,0,0
CA2600574,1,0,0
CA2600576,1,0,0
CA2600577,2,0,0
CA2600578,2,0,0
CA2600581,1,0,0
CA2600592,1,0,0
CA2600596,1,0,0
CA2600597,1,0,0
CA2600598,1,0,0
CA2600599,1,0,0
CA2600600,1,0,0
CA2600601,1,0,0
CA2600605,1,0,0
CA2600607,1,0,0
CA2600608,1,0,0
CA2600609,1,0,0
CA2600610,1,0,0
CA2600614,1,0,0
CA2600615,1,0,0
CA2600617,1,0,0
CA2600620,2,0,0
CA2600621,1,0,0
CA2600622,2,0,0
CA2600624,3,0,0
CA2600626,1,0,0
CA2600627,1,0,0
CA2600631,2,0,0
CA2600641,1,0,0
CA2600648,1,0,0
CA2600649,1,0,0
CA2600652,1,0,0
CA2600656,1,0,0
CA2600658,1,0,0
CA2600661,1,0,0
CA2600699,2,0,0
CA2600700,0,1,0
CA2600708,1,0,0
CA2600714,3,0,0
CA2600718,1,0,0
CA2600725,1,0,0
CA2600727,0,1,0
CA2600729,2,0,0
CA2600733,2,0,0
CA2600755,1,0,0
CA2610001,9,1,0
CA2610002,0,2,0
CA2610004,0,2,0
CA2610005,1,0,0
CA2700014,1,0,0
CA2700032,1,0,0
CA2700101,1,0,0
CA2700147,1,0,0
CA2700156,1,0,0
CA2700236,1,0,0
CA2700360,1,0,0
CA2700503,1,0,0
CA2700508,1,0,0
CA2700509,2,0,0
CA2700511,3,0,0
CA2700518,2,0,0
CA2700521,1,0,0
CA2700522,2,0,0
CA2700523,3,0,0
CA2700534,4,0,0
CA2700535,1,0,0
CA2700536,2,0,0
CA2700541,1,0,0
CA2700547,1,0,0
CA2700548,1,0,0
CA2700552,1,0,0
CA2700558,1,0,0
CA2700575,1,0,0
CA2700577,1,0,0
CA2700579,1,0,0
CA2700586,2,0,0
CA2700589,1,0,0
CA2700592,1,0,0
CA2700594,2,0,0
CA2700606,2,0,0
CA2700612,2,0,0
CA2700622,3,0,0
CA2700624,1,0,0
CA2700629,2,0,0
CA2700634,1,0,0
CA2700636,1,0,0
CA2700638,1,0,0
CA2700652,1,0,0
CA2700656,3,0,0
CA2700662,1,0,1
CA2700663,1,0,0
CA2700665,3,0,0
CA2700669,1,0,0
CA2700674,3,0,0
CA2700678,1,0,0
CA2700682,1,0,0
CA2700686,1,0,0
CA2700687,1,0,0
CA2700691,1,0,0
CA2700702,3,0,0
CA2700703,2,0,0
CA2700705,1,0,0
CA2700709,1,0,0
CA2700713,4,1,0
CA2700727,1,0,0
CA2700728,2,0,0
CA2700731,5,0,0
CA2700733,1,0,0
CA2700738,3,0,0
CA2700739,1,0,0
CA2700740,1,0,1
CA2700766,1,0,0
CA2700771,1,0,0
CA2700772,1,0,0
CA2700773,2,0,0
CA2700774,1,0,0
CA2700775,2,0,0
CA2700787,2,0,0
CA2700792,1,0,0
CA2700799,2,0,0
CA2700802,1,0,0
CA2700837,1,0,0
CA2700838,2,0,0
CA2700842,1,0,0
CA2700843,1,0,0
CA2700850,1,0,0
CA2700853,1,0,0
CA2700856,1,0,0
CA2700875,1,0,0
CA2700889,1,0,0
CA2700964,1,0,0
CA2700970,1,1,0
CA2700983,1,0,0
CA2700984,1,0,0
CA2700998,1,0,0
CA2700999,1,0,0
CA2701000,1,0,0
CA2701001,2,0,0
CA2701009,1,0,0
CA2701034,1,0,0
CA2701036,1,0,0
CA2701040,1,0,0
CA2701045,1,0,0
CA2701046,1,0,0
CA2701063,1,0,0
CA2701068,2,0,0
CA2701142,1,0,0
CA2701151,1,0,0
CA2701152,1,0,0
CA2701153,1,0,0
CA2701166,1,0,0
CA2701171,3,0,0
CA2701172,1,0,0
CA2701176,1,0,0
CA2701183,2,0,0
CA2701184,0,1,0
CA2701187,1,0,0
CA2701202,2,0,0
CA2701214,2,0,0
CA2701221,1,0,0
CA2701229,1,0,0
CA2701231,1,0,0
CA2701232,2,0,0
CA2701241,1,0,0
CA2701254,4,7,0
CA2701257,0,2,0
CA2701263,0,1,0
CA2701273,0,1,0
CA2701278,0,1,0
CA2701279,0,1,0
CA2701280,1,1,0
CA2701295,0,2,0
CA2701297,2,0,0
CA2701298,2,0,0
CA2701310,0,1,0
CA2701325,0,2,0
CA2701334,1,1,0
CA2701355,1,0,0
CA2701364,1,0,0
CA2701367,2,0,0
CA2701403,1,0,0
CA2701414,1,0,0
CA2701423,2,0,0
CA2701446,0,1,0
CA2701452,2,0,0
CA2701498,1,0,0
CA2701503,2,0,0
CA2701515,2,0,0
CA2701542,1,0,0
CA2701550,1,0,0
CA2701553,1,0,0
CA2701570,1,0,0
CA2701579,1,0,0
CA2701589,1,0,0
CA2701630,1,0,0
CA2701633,1,0,0
CA2701647,1,0,0
CA2701658,0,2,0
CA2701659,1,0,0
CA2701670,1,0,0
CA2701676,1,0,0
CA2701679,1,0,0
CA2701681,1,0,0
CA2701683,2,0,0
CA2701687,1,0,0
CA2701698,1,0,0
CA2701701,2,0,0
CA2701705,0,3,0
CA2701726,1,0,0
CA2701731,1,1,0
CA2701740,1,0,0
CA2701742,2,0,0
CA2701789,3,0,1
CA2701793,1,0,0
CA2701800,2,0,0
CA2701814,1,0,0
CA2701820,1,0,0
CA2701822,2,0,0
CA2701824,1,0,0
CA2701825,1,1,0
CA2701837,1,0,0
CA2701869,1,0,0
CA2701876,1,0,0
CA2701888,2,0,0
CA2701897,1,0,0
CA2701898,0,1,0
CA2701904,1,0,0
CA2701906,1,1,0
CA2701912,1,0,0
CA2701918,2,0,0
CA2701922,1,0,0
CA2701926,3,0,0
CA2701929,2,0,0
CA2701931,1,0,0
CA2701935,2,0,0
CA2701940,3,0,0
CA2701942,1,0,0
CA2701945,0,1,0
CA2701946,2,0,0
CA2701951,4,0,0
CA2701956,2,0,0
CA2701959,1,0,0
CA2701992,1,0,0
CA2702003,2,0,0
CA2702004,1,0,0
CA2702007,2,0,0
CA2702009,2,0,0
CA2702021,1,0,0
CA2702026,1,0,0
CA2702030,1,0,0
CA2702050,2,0,0
CA2702055,1,0,0
CA2702073,2,0,0
CA2702094,1,0,0
CA2702110,1,0,0
CA2702120,1,0,0
CA2702121,1,0,0
CA2702135,1,0,0
CA2702140,2,0,0
CA2702148,5,0,0
CA2702163,3,0,0
CA2702165,1,0,0
CA2702172,0,2,0
CA2702180,1,0,0
CA2702198,2,0,0
CA2702202,1,0,0
CA2702203,2,0,0
CA2702209,2,0,0
CA2702226,2,0,0
CA2702229,1,0,0
CA2702254,1,0,0
CA2702255,1,0,0
CA2702256,2,0,0
CA2702259,1,0,0
CA2702266,0,1,0
CA2702268,1,0,0
CA2702293,2,0,0
CA2702296,1,0,0
CA2702299,5,0,0
CA2702315,1,0,0
CA2702317,1,0,0
CA2702320,1,0,0
CA2702322,0,1,0
CA2702323,0,1,0
CA2702325,0,1,0
CA2702327,1,0,0
CA2702328,1,6,0
CA2702336,1,0,0
CA2702368,2,0,0
CA2702370,1,0,0
CA2702373,0,1,0
CA2702374,1,0,0
CA2702386,1,0,0
CA2702388,2,0,0
CA2702396,1,0,0
CA2702405,2,0,0
CA2702409,2,0,0
CA2702412,2,0,0
CA2702431,1,0,0
CA2702439,2,0,0
CA2702444,1,0,0
CA2702452,2,0,0
CA2702453,1,0,0
CA2702456,1,0,0
CA2702466,3,0,0
CA2702475,1,0,0
CA2702482,1,0,0
CA2702484,3,0,0
CA2702486,1,0,0
CA2702487,1,0,0
CA2702490,1,0,0
CA2702495,1,0,0
CA2702496,1,0,0
CA2702503,1,0,0
CA2702519,1,0,0
CA2702520,2,0,0
CA2702521,35,0,0
CA2702537,1,0,0
CA2702539,2,0,0
CA2702544,1,0,0
CA2702550,1,0,0
CA2702551,1,0,0
CA2702554,3,0,0
CA2702562,1,0,0
CA2702563,1,0,0
CA2702571,1,0,0
CA2702572,1,0,0
CA2702575,1,0,0
CA2702584,1,0,0
CA2702588,6,2,0
CA2702595,0,1,0
CA2702607,1,0,0
CA2702608,1,0,0
CA2702609,1,0,0
CA2702613,2,0,0
CA2702615,1,0,0
CA2702616,1,0,0
CA2702620,1,0,0
CA2702641,1,0,0
CA2702642,1,0,0
CA2702643,1,0,0
CA2702652,1,0,0
CA2702679,1,0,0
CA2702681,1,0,0
CA2702704,3,0,0
CA2702708,1,0,0
CA2702736,1,0,0
CA2702739,1,1,0
CA2702771,1,0,0
CA2702799,1,0,0
CA2702802,1,0,0
CA2702805,0,1,0
CA2702812,1,0,0
CA2702816,5,0,0
CA2702819,1,0,0
CA2702830,1,0,0
CA2702964,1,0,0
CA2703132,1,0,0
CA2704520,2,0,0
CA2704623,1,0,0
CA2706552,1,0,0
CA2708852,1,0,0
CA2709830,1,0,0
CA2710001,9,0,0
CA2710004,20,4,0
CA2710005,4,0,0
CA2710006,3,0,0
CA2710007,4,0,0
CA2710008,3,0,0
CA2710009,6,0,0
CA2710010,26,0,0
CA2710011,5,0,0
CA2710012,8,0,0
CA2710013,3,0,0
CA2710016,3,0,0
CA2710017,7,0,0
CA2710018,1,1,1
CA2710019,3,0,0
CA2710020,2,0,0
CA2710021,3,0,1
CA2710022,2,0,1
CA2710023,3,0,0
CA2710300,2,0,0
CA2710301,0,1,0
CA2710302,1,0,0
CA2710306,1,0,0
CA2710702,3,0,0
CA2710705,4,0,0
CA2710850,3,0,0
CA2710851,2,0,0
CA2790002,12,0,0
CA2800008,1,0,0
CA2800010,2,0,0
CA2800012,2,1,1
CA2800013,2,0,0
CA2800014,1,0,0
CA2800015,1,0,0
CA2800017,1,0,0
CA2800018,1,0,0
CA2800020,1,0,0
CA2800021,1,0,0
CA2800023,2,0,0
CA2800024,1,0,0
CA2800025,1,0,0
CA2800026,2,0,0
CA2800027,1,0,0
CA2800030,1,0,0
CA2800032,1,0,0
CA2800033,1,0,0
CA2800034,1,0,0
CA2800035,1,0,0
CA2800036,3,0,0
CA2800037,1,0,0
CA2800039,1,0,0
CA2800040,1,0,0
CA2800041,2,0,0
CA2800042,1,0,0
CA2800043,2,0,0
CA2800044,1,0,0
CA2800047,1,0,0
CA2800048,1,0,0
CA2800049,1,0,0
CA2800050,1,0,0
CA2800051,1,0,0
CA2800052,2,0,0
CA2800054,1,0,0
CA2800055,3,0,0
CA2800057,1,0,0
CA2800058,1,0,0
CA2800059,1,1,1
CA2800060,1,0,0
CA2800061,1,0,0
CA2800063,1,0,0
CA2800064,1,0,0
CA2800066,1,0,0
CA2800068,1,0,0
CA2800070,1,0,0
CA2800071,1,0,0
CA2800073,1,0,0
CA2800074,1,0,0
CA2800077,1,0,0
CA2800079,1,0,0
CA2800100,1,0,0
CA2800101,1,0,0
CA2800103,1,0,0
CA2800105,1,0,0
CA2800106,1,0,0
CA2800107,1,0,0
CA2800110,1,1,1
CA2800111,1,0,0
CA2800112,1,0,0
CA2800115,1,0,0
CA2800129,3,0,0
CA2800186,1,0,0
CA2800297,3,0,0
CA2800299,2,0,0
CA2800301,1,0,0
CA2800302,1,0,0
CA2800516,2,0,0
CA2800521,1,1,0
CA2800525,2,0,0
CA2800526,0,1,0
CA2800527,1,0,0
CA2800528,2,1,1
CA2800530,1,0,0
CA2800531,1,0,0
CA2800532,2,0,0
CA2800536,2,0,0
CA2800543,0,1,0
CA2800554,1,0,0
CA2800555,1,0,0
CA2800556,1,0,0
CA2800561,3,1,1
CA2800562,1,0,0
CA2800564,1,0,0
CA2800569,1,0,0
CA2800578,0,1,0
CA2800580,1,0,0
CA2800583,1,0,0
CA2800587,1,1,1
CA2800588,1,0,0
CA2800589,2,0,0
CA2800592,2,0,0
CA2800593,3,0,0
CA2800594,1,0,0
CA2800609,3,0,0
CA2800621,1,0,0
CA2800625,13,0,0
CA2800648,1,0,0
CA2800680,1,0,0
CA2800683,1,0,0
CA2800724,1,0,0
CA2800736,2,0,0
CA2800740,1,0,0
CA2800741,1,0,0
CA2800742,2,1,1
CA2800811,5,0,0
CA2800812,1,0,0
CA2800840,0,1,0
CA2800847,1,0,0
CA2800848,1,0,0
CA2800900,1,0,0
CA2800970,2,0,0
CA2800971,1,0,0
CA2800972,1,0,0
CA2800973,1,0,0
CA2801002,2,0,0
CA2801004,2,1,1
CA2801006,1,0,0
CA2801007,2,0,0
CA2801008,5,0,0
CA2801009,1,0,0
CA2801010,1,0,0
CA2801011,3,0,0
CA2801012,2,0,0
CA2801014,1,0,0
CA2801015,1,0,0
CA2801016,3,0,0
CA2801022,1,0,0
CA2801024,1,0,0
CA2801026,3,0,0
CA2801027,1,2,0
CA2801028,1,0,0
CA2801029,2,0,0
CA2801030,2,0,0
CA2801031,2,0,0
CA2801032,1,0,0
CA2801033,2,0,0
CA2801035,1,0,0
CA2801036,3,0,0
CA2801037,1,0,0
CA2801038,1,0,0
CA2801039,1,0,0
CA2801041,1,0,0
CA2801042,4,0,0
CA2801043,2,0,0
CA2801046,2,0,0
CA2801047,2,0,0
CA2801049,2,0,0
CA2801052,2,0,0
CA2801055,1,0,0
CA2801056,1,0,0
CA2801057,1,0,0
CA2801070,2,1,1
CA2801073,1,0,0
CA2801075,2,0,0
CA2801076,2,0,0
CA2801077,1,0,0
CA2801080,1,0,0
CA2801084,1,0,0
CA2801086,2,0,0
CA2801088,1,0,0
CA2801089,1,0,0
CA2801936,1,0,0
CA2802715,1,0,0
CA2803697,1,0,0
CA2803879,1,0,0
CA2803886,1,0,0
CA2803907,1,0,0
CA2803911,1,0,0
CA2803912,1,0,0
CA2810001,2,1,0
CA2810002,0,1,0
CA2810003,0,7,4
CA2810004,2,2,1
CA2810005,0,1,0
CA2810007,1,2,2
CA2810008,0,1,0
CA2810009,0,1,0
CA2810011,1,0,0
CA2810012,4,0,0
CA2810013,0,1,0
CA2810014,0,1,0
CA2810300,1,0,0
CA2810301,1,0,0
CA2810302,1,0,0
CA2810650,0,1,0
CA2900089,1,0,0
CA2900090,1,0,0
CA2900108,1,0,0
CA2900112,1,0,0
CA2900115,1,0,0
CA2900274,1,0,0
CA2900330,1,0,0
CA2900501,1,0,0
CA2900502,0,1,0
CA2900504,1,0,0
CA2900507,2,0,0
CA2900508,6,0,0
CA2900511,1,0,0
CA2900513,1,0,0
CA2900516,1,0,0
CA2900520,1,0,0
CA2900523,0,1,0
CA2900529,2,0,0
CA2900530,2,0,0
CA2900531,1,0,0
CA2900532,1,0,0
CA2900533,2,0,0
CA2900534,1,0,0
CA2900535,1,0,0
CA2900536,1,0,0
CA2900541,1,0,0
CA2900546,2,0,0
CA2900547,1,0,0
CA2900548,1,0,0
CA2900549,1,0,0
CA2900550,1,0,0
CA2900551,1,0,0
CA2900553,1,0,0
CA2900554,1,0,0
CA2900556,1,0,0
CA2900562,4,0,0
CA2900563,0,1,0
CA2900567,5,0,0
CA2900569,1,0,0
CA2900570,1,0,0
CA2900571,1,0,0
CA2900578,1,0,0
CA2900585,1,0,0
CA2900587,1,0,0
CA2900593,2,0,0
CA2900595,1,0,0
CA2900599,2,0,0
CA2900601,1,0,0
CA2900611,1,0,0
CA2900613,1,0,0
CA2900618,1,0,0
CA2900619,0,2,0
CA2900621,1,0,0
CA2900623,1,0,0
CA2900626,1,0,0
CA2900644,1,0,0
CA2901208,1,0,0
CA2901528,1,0,0
CA2901551,1,0,0
CA2901934,1,0,0
CA2901994,1,0,0
CA2902258,1,0,0
CA2902326,1,0,0
CA2902367,1,0,0
CA2902391,1,0,0
CA2902392,1,0,0
CA2903060,1,0,0
CA2904010,1,0,0
CA2904011,1,0,0
CA2904020,1,0,0
CA2905001,1,0,0
CA2910001,0,1,0
CA2910002,0,1,0
CA2910003,10,0,0
CA2910004,0,3,1
CA2910006,0,1,0
CA2910010,1,0,0
CA2910011,3,0,0
CA2910013,3,0,0
CA2910014,0,1,0
CA2910016,0,1,0
CA2910023,0,1,0
CA2910300,1,0,0
CA3000519,2,1,1
CA3000585,1,0,0
CA3000618,1,0,0
CA3000734,1,8,8
CA3000759,2,0,0
CA3000767,1,0,0
CA3000778,1,0,0
CA3000819,1,0,0
CA3000825,1,0,0
CA3000940,1,0,0
CA3000980,0,1,1
CA3010001,18,10,8
CA3010002,0,6,6
CA3010003,8,4,4
CA3010004,9,4,4
CA3010008,1,0,0
CA3010010,8,7,7
CA3010017,0,3,3
CA3010018,18,2,17
CA3010022,13,3,3
CA3010023,4,6,6
CA3010027,8,8,8
CA3010030,2,3,5
CA3010035,3,3,3
CA3010036,2,14,14
CA3010037,9,3,3
CA3010038,19,7,7
CA3010041,3,6,6
CA3010042,1,9,9
CA3010046,10,7,8
CA3010047,1,5,5
CA3010053,9,8,8
CA3010062,11,4,4
CA3010064,9,3,3
CA3010068,1,2,2
CA3010069,6,1,1
CA3010071,1,3,4
CA3010073,0,12,12
CA3010079,0,6,6
CA3010082,2,1,0
CA3010092,26,24,22
CA3010093,0,3,3
CA3010094,0,5,3
CA3010097,1,0,0
CA3010100,2,1,1
CA3010101,0,4,4
CA3010120,8,0,0
CA3090001,39,0,0
CA3100008,1,0,0
CA3100010,1,0,0
CA3100011,5,0,0
CA3100014,2,0,0
CA3100019,2,0,0
CA3100027,4,0,0
CA3100029,2,0,0
CA3100034,1,0,0
CA3100038,0,1,0
CA3100040,0,1,0
CA3100041,0,1,0
CA3100043,1,0,0
CA3100058,0,1,0
CA3100061,1,0,0
CA3100062,1,0,0
CA3100069,1,0,0
CA3100072,1,0,0
CA3100079,1,0,0
CA3100080,1,0,0
CA3100081,1,0,0
CA3100082,1,0,0
CA3100083,1,0,0
CA3100084,1,0,0
CA3100085,1,0,0
CA3100086,1,0,0
CA3100088,1,0,0
CA3100102,1,0,0
CA3100105,1,0,0
CA3100106,1,0,0
CA3100114,1,0,0
CA3100120,2,0,0
CA3100528,0,1,1
CA3100538,1,0,0
CA3103195,1,0,0
CA3103209,1,0,0
CA3103218,1,0,0
CA3103234,1,0,0
CA3103247,1,0,0
CA3103261,1,0,0
CA3103279,1,0,0
CA3103283,1,0,0
CA3103288,0,1,0
CA3103291,2,0,0
CA3103294,5,0,0
CA3103297,1,0,0
CA3103309,1,0,0
CA3103310,2,0,0
CA3103665,1,0,0
CA3103666,2,0,0
CA3103835,0,1,1
CA3103836,0,1,1
CA3104449,0,1,0
CA3104457,1,0,0
CA3104508,1,0,0
CA3104519,1,0,0
CA3105446,1,0,0
CA3105779,1,0,0
CA3105852,1,0,0
CA3105853,1,0,0
CA3105886,1,0,0
CA3106491,1,0,0
CA3106937,1,0,0
CA3107069,1,0,0
CA3107084,1,0,0
CA3107310,2,0,0
CA3107311,1,0,0
CA3107315,2,0,0
CA3107318,1,0,0
CA3107321,1,0,0
CA3107322,1,0,0
CA3107323,1,0,0
CA3107324,1,0,0
CA3107327,1,0,0
CA3107328,1,0,0
CA3107329,1,0,0
CA3107332,1,0,0
CA3107334,1,0,0
CA3107337,1,0,0
CA3107338,1,0,0
CA3107339,0,1,1
CA3107341,1,0,0
CA3107342,1,0,0
CA3107343,1,0,0
CA3107344,1,0,0
CA3107346,1,0,0
CA3107348,1,0,0
CA3107349,1,0,0
CA3107350,1,0,0
CA3110001,1,1,0
CA3110003,2,1,0
CA3110004,5,1,1
CA3110005,0,2,0
CA3110006,0,1,0
CA3110008,5,1,0
CA3110009,0,1,0
CA3110010,6,0,0
CA3110011,1,1,0
CA3110012,1,1,0
CA3110013,1,0,0
CA3110015,3,2,0
CA3110017,1,1,0
CA3110018,1,0,0
CA3110019,3,0,0
CA3110020,6,0,0
CA3110022,2,0,0
CA3110023,1,0,0
CA3110024,0,1,0
CA3110025,2,3,0
CA3110026,0,2,0
CA3110028,2,3,0
CA3110029,7,0,0
CA3110031,3,0,0
CA3110034,0,1,0
CA3110035,0,1,0
CA3110040,0,1,1
CA3110041,0,1,1
CA3110042,2,0,0
CA3110043,1,0,0
CA3110044,1,0,0
CA3110047,2,0,0
CA3110048,3,0,0
CA3110049,2,0,0
CA3110050,0,1,0
CA3110051,3,0,0
CA3110124,0,1,0
CA3110150,0,4,4
CA3200001,1,0,0
CA3200006,1,0,0
CA3200007,1,0,0
CA3200008,2,0,0
CA3200009,1,0,0
CA3200010,1,0,0
CA3200011,1,0,0
CA3200014,1,0,0
CA3200015,1,0,0
CA3200016,1,0,0
CA3200017,1,0,0
CA3200019,1,0,0
CA3200020,1,0,0
CA3200021,1,0,0
CA3200022,1,0,0
CA3200024,1,0,0
CA3200030,1,0,0
CA3200031,2,0,0
CA3200032,1,0,0
CA3200033,1,0,0
CA3200034,1,0,0
CA3200036,1,0,0
CA3200037,1,0,0
CA3200038,1,0,0
CA3200039,1,0,0
CA3200040,1,0,0
CA3200044,1,0,0
CA3200046,2,0,0
CA3200048,1,0,0
CA3200049,1,0,0
CA3200050,1,0,0
CA3200051,2,0,0
CA3200052,1,0,0
CA3200053,1,0,0
CA3200054,1,0,0
CA3200056,1,0,0
CA3200057,1,0,0
CA3200058,1,0,0
CA3200059,1,0,0
CA3200060,1,0,0
CA3200061,1,0,0
CA3200062,1,0,0
CA3200064,1,0,0
CA3200065,1,0,0
CA3200066,1,0,0
CA3200068,1,0,0
CA3200069,1,0,0
CA3200072,2,0,0
CA3200078,1,0,0
CA3200079,1,0,0
CA3200083,4,0,0
CA3200084,2,0,0
CA3200085,1,0,0
CA3200094,1,0,0
CA3200095,1,0,0
CA3200097,1,0,0
CA3200098,1,0,0
CA3200099,1,0,0
CA3200100,2,0,0
CA3200101,1,0,0
CA3200102,0,1,0
CA3200104,2,0,0
CA3200105,1,0,0
CA3200107,2,0,1
CA3200109,2,0,0
CA3200111,2,0,0
CA3200113,1,0,0
CA3200114,1,0,0
CA3200116,1,0,0
CA3200117,1,0,0
CA3200118,2,0,0
CA3200120,1,0,0
CA3200122,1,0,0
CA3200123,1,0,0
CA3200126,3,0,0
CA3200127,1,0,0
CA3200130,1,0,0
CA3200134,1,0,0
CA3200135,1,0,0
CA3200138,4,0,0
CA3200139,1,0,0
CA3200141,1,0,0
CA3200142,1,0,0
CA3200143,1,0,0
CA3200148,2,0,0
CA3200151,1,0,0
CA3200153,1,0,0
CA3200155,1,0,0
CA3200156,1,0,0
CA3200157,1,0,0
CA3200159,1,0,0
CA3200162,1,0,0
CA3200163,1,0,0
CA3200166,1,0,0
CA3200167,1,0,0
CA3200171,1,0,0
CA3200172,0,1,0
CA3200173,1,0,0
CA3200174,1,0,0
CA3200175,4,0,1
CA3200176,1,0,0
CA3200177,1,0,0
CA3200178,1,0,0
CA3200180,1,0,0
CA3200181,1,0,0
