ServiceConnections,Population,Score_SourceNumber,Score_SourceCapacityViolations,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,Lat,Long,County,DSCI2WYAvg,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,TNCFlow2WYAvg,DroughtExperienced
50,250,0.5,No,No,No,780,No,0,0,0,0,0,0,0,0,0.333333333,34.8286042,-116.6889227,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,No,106.2959244,0
59,213,0.5,No,No,No,1624,No,0,0,0,0,1,0,0,1,0.333333333,34.927034,-116.7088268,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,No,106.2959244,0
74,1000,0.5,No,No,No,1279,No,0,0,0,0,0,0,0,0,0.333333333,34.9574199,-116.5832294,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-0386-040,0-000,No,106.2959244,0
56,150,0.5,No,No,No,1847,No,0,0,0,0,0,0,0,0,0.333333333,34.9068897,-116.8021815,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,No,106.2959244,0
98,150,0.5,No,No,No,1213,No,0,0,0,0,0,0,0,0,0.333333333,34.4728835,-117.1655594,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
16,1070,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,34.1458435,-116.9825321,SAN BERNARDINO,191.3809524,0,1,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,201.0948396,0
3,66,1,No,No,No,892,No,0,0,0,0,0,0,0,0,1.333333333,34.469312,-116.899637,SAN BERNARDINO,191.3809524,1,0,SacramentoRiver,181-0,18-100100,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,30.53258519,0
1,300,0,No,No,No,2241,No,0,0,0,0,0,0,0,0,0,34.5473181,-117.4576577,SAN BERNARDINO,191.3809524,1,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
8029,31765,0,No,No,No,-1,No,0,0,0,0,0,0,1,1,0,34.5725522,-117.411173,SAN BERNARDINO,191.3809524,8,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
931,2534,0,No,No,No,2276,No,0,0,0,0,0,1,0,1,0,34.239752,-117.2329568,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
21059,62602,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,34.4938451,-117.1888647,SAN BERNARDINO,191.3809524,19,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
23153,94332,0,No,No,No,-1,No,0,0,0,1,2,1,1,5,0,34.1204314,-117.3859528,SAN BERNARDINO,191.3809524,20,2,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
7885,7008,0,No,No,No,-1,No,0,0,0,1,1,0,0,2,0,34.2626638,-117.2107692,SAN BERNARDINO,191.3809524,5,2,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
1,0,0,No,No,No,-1,No,0,0,0,0,0,1,1,2,-1,34.126137,-117.6823511,SAN BERNARDINO,191.3809524,0,1,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,201.0948396,0
6150,12537,0,No,No,No,-1,No,0,0,2,0,1,2,0,5,0,34.2615035,-116.8442368,SAN BERNARDINO,191.3809524,13,2,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-009,No,201.0948396,0
1708,3689,0,No,No,No,2215,No,0,0,0,0,0,0,0,0,0.333333333,34.2416971,-116.4559718,SAN BERNARDINO,191.3809524,6,0,NotInCurtailedWatershed,181-0,18-100100,7,0-000,0-000,0-000,0-000,0-000,7-0167-018,No,30.53258519,0
739,2511,0,No,No,No,2272,No,0,0,0,0,2,2,0,4,0,34.249648,-117.3264008,SAN BERNARDINO,191.3809524,14,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
21739,78463,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0,34.0049622,-117.6953201,SAN BERNARDINO,191.3809524,7,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
5680,24482,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0,34.0478284,-117.24677,SAN BERNARDINO,191.3809524,8,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
10252,55430,0,No,No,No,-1,No,0,0,2,1,1,2,1,7,0,34.062957,-117.3213812,SAN BERNARDINO,191.3809524,12,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
4892,8360,0,No,No,No,-1,No,0,0,0,0,2,2,1,5,0,34.2392741,-117.2980588,SAN BERNARDINO,191.3809524,39,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
338,450,0,No,No,No,658,No,0,0,0,0,0,0,0,0,0.333333333,34.1418716,-116.9852537,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,201.0948396,0
224,361,1,No,No,No,1637,No,0,0,0,0,0,0,0,0,1.333333333,34.4833815,-114.408942,SAN BERNARDINO,191.3809524,0,1,NotInCurtailedWatershed,15-03,15-030101,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,30.23312285,0
48264,198979,0,No,No,No,-1,No,0,0,0,1,1,1,2,5,-1,34.1120383,-117.5778328,SAN BERNARDINO,191.3809524,23,5,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
5,0,0,No,No,No,-1,No,0,0,0,0,2,1,1,4,-1,34.0697314,-117.2769345,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
492,995,0.5,No,No,No,678,No,0,0,0,0,0,0,0,0,0.333333333,34.0828135,-116.902847,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,201.0948396,0
724,469,0,No,No,No,-1,No,0,0,0,1,1,1,1,4,0.333333333,34.2466237,-116.8862721,SAN BERNARDINO,191.3809524,5,1,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-009,No,201.0948396,0
1169,1350,0,No,No,No,2194,No,0,0,0,1,2,2,0,5,0,34.2381111,-117.0777993,SAN BERNARDINO,191.3809524,25,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
27149,97846,0,No,No,No,-1,No,0,0,0,1,1,1,0,3,0,34.4357552,-117.2857519,SAN BERNARDINO,191.3809524,16,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
4727,9665,0,No,No,No,-1,No,0,0,0,0,1,0,1,2,0.333333333,34.137759,-116.3157778,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,181-0,18-100100,7,0-000,0-000,0-000,0-000,0-000,7-0117-062,No,30.53258519,0
342,1236,0,No,No,No,1600,No,0,2,0,1,1,1,0,5,0,34.2538547,-117.1629416,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,1
926,3055,0,No,No,No,2344,No,0,0,0,0,1,0,0,1,0,34.0768455,-117.4177535,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
11940,57973,0,No,No,No,-1,No,0,0,0,0,0,1,1,2,0,34.0616403,-117.689294,SAN BERNARDINO,191.3809524,9,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
442,1459,0.5,No,No,No,1848,No,0,0,0,0,0,0,0,0,0.333333333,34.4258731,-117.2055779,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
1407,13000,0,No,No,No,1625,No,0,0,0,0,0,0,0,0,0.333333333,34.146721,-117.3429863,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,No,201.0948396,0
1706,5183,0,No,No,No,2098,No,0,0,0,1,1,1,0,3,0.333333333,34.8377095,-114.6060211,SAN BERNARDINO,191.3809524,4,0,NotInCurtailedWatershed,15-03,15-030101,7,0-000,0-000,0-000,0-000,0-000,7-044,No,30.23312285,0
112,1700,0,No,No,No,619,No,0,0,0,0,0,0,0,0,0.333333333,34.2371699,-117.6574301,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,201.0948396,0
38846,185010,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,-1,34.0478562,-117.6360584,SAN BERNARDINO,191.3809524,19,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
21660,82490,0,No,No,No,-1,No,0,2,2,0,0,0,2,6,0,33.959453,-117.7256083,SAN BERNARDINO,191.3809524,1,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
23644,78025,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,34.0548269,-117.1828589,SAN BERNARDINO,191.3809524,23,3,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
11929,54453,0,No,No,No,-1,No,0,0,0,0,2,0,0,2,0,34.0989514,-117.3759274,SAN BERNARDINO,191.3809524,8,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
45413,204870,0,No,No,No,-1,No,0,0,2,0,1,1,1,5,-1,34.0767356,-117.2947525,SAN BERNARDINO,191.3809524,52,2,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,No,201.0948396,0
46970,237000,0,No,No,No,-1,No,0,0,0,2,2,2,2,8,-1,34.1000062,-117.4574741,SAN BERNARDINO,191.3809524,30,4,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
9035,31641,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,34.8937576,-117.0006252,SAN BERNARDINO,191.3809524,14,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,No,106.2959244,0
14944,14368,0,No,No,No,-1,No,0,0,0,1,1,1,0,3,0,34.2466237,-116.8862721,SAN BERNARDINO,191.3809524,42,0,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-009,No,201.0948396,0
292,820,0,No,No,No,1733,No,0,0,0,0,0,0,0,0,1,34.2626638,-117.2107692,SAN BERNARDINO,191.3809524,0,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
218,499,0,No,No,No,2191,No,0,0,0,0,0,0,0,0,0,34.2404706,-117.3153713,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
2777,4440,0,No,No,No,408,No,0,0,0,0,0,0,0,0,0.5,34.3595821,-117.6289302,SAN BERNARDINO,191.3809524,8,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-043,0-000,No,106.2959244,0
605,2000,0,Yes,Yes,No,2122,No,0,2,2,2,2,0,0,8,1,34.0800039,-117.3428026,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
7437,18795,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,34.1314173,-116.0828068,SAN BERNARDINO,191.3809524,7,0,NotInCurtailedWatershed,181-0,18-100100,7,0-000,0-000,0-000,0-000,0-000,7-0107-062,No,30.53258519,0
19392,78564,0,No,No,No,-1,No,0,0,0,0,1,1,1,3,0,34.0993677,-117.6501766,SAN BERNARDINO,191.3809524,6,1,NotInCurtailedWatershed,18-07,18-070203,4A8,0-000,0-000,4-013,0-000,0-000,8-002,Yes,201.0948396,0
823,1992,0,No,No,No,2273,No,1,2,2,1,1,2,1,11,0,34.2467664,-117.3015716,SAN BERNARDINO,191.3809524,20,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
36668,124653,0,No,No,No,-1,No,0,0,2,0,0,1,0,3,-1,34.5111794,-117.322808,SAN BERNARDINO,191.3809524,35,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
2340,7521,0,No,No,No,2325,No,0,0,0,0,1,1,0,2,0,34.0305062,-117.0981398,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
13462,51558,0,No,No,No,-1,No,0,0,0,0,0,0,1,1,0,34.0215487,-117.0443308,SAN BERNARDINO,191.3809524,25,3,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
5335,18691,0,No,No,No,-1,No,0,0,0,0,2,1,1,4,0,34.0289257,-117.3229458,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
602,1300,0.5,No,No,No,2121,No,0,0,0,0,0,0,0,0,0.333333333,34.51403,-117.36324,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,7,0-000,0-000,0-000,0-000,0-000,7-016,No,106.2959244,0
3014,4862,0,No,No,No,2234,No,0,0,0,0,1,1,1,3,0,34.2150297,-117.1213738,SAN BERNARDINO,191.3809524,27,0,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
818,1748,0,No,No,No,516,No,1,0,0,0,0,0,0,2,0.5,34.0460423,-116.5820428,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,181-0,18-100201,7,0-000,0-000,0-000,0-000,0-000,7-020,No,110.0376235,0
21353,103000,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,-1,34.105041,-117.1255929,SAN BERNARDINO,191.3809524,16,2,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
10766,25653,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,34.1169785,-116.4543813,SAN BERNARDINO,191.3809524,12,0,NotInCurtailedWatershed,181-0,18-100100,7,0-000,0-000,0-000,0-000,0-000,7-0127-016,Yes,30.53258519,0
3,0,0,No,No,No,-1,No,0,0,0,0,0,0,1,1,-1,33.9679985,-117.6526059,SAN BERNARDINO,191.3809524,14,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,No,201.0948396,0
64,125,0.5,No,No,No,577,No,0,0,0,0,1,0,0,1,0.5,34.2363809,-117.6589752,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-07,18-070203,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,201.0948396,0
1214,3371,0,No,No,No,915,No,0,0,0,0,1,1,0,2,0,34.0951018,-117.6516204,SAN BERNARDINO,191.3809524,11,0,NotInCurtailedWatershed,18-07,18-070203,FR-48,FR-999,0-000,4-013,0-000,0-000,8-002,No,201.0948396,0
2,0,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,-1,34.0993677,-117.6501766,SAN BERNARDINO,191.3809524,4,0,NotInCurtailedWatershed,18-07,18-070203,4,0-000,0-000,4-013,0-000,0-000,0-000,No,201.0948396,0
798,2654,0,No,No,No,2262,No,0,0,0,0,1,0,0,1,0,34.2393327,-117.1859257,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,106.2959244,0
731,2106,0,No,No,No,2118,No,0,0,0,0,0,0,0,0,0,34.4992114,-117.1780115,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,106.2959244,0
1935,6340,0,No,No,No,1921,No,0,0,0,0,0,0,0,0,0,34.1220822,-117.795913,SAN BERNARDINO,191.3809524,4,0,NotInCurtailedWatershed,18-07,18-070106,6,0-000,0-000,0-000,0-000,6-042,0-000,Yes,68.43379361,0
317,751,0,No,No,No,1958,No,0,0,0,0,0,0,0,0,0.333333333,34.4992114,-117.1780115,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
1191,3623,0,Yes,Yes,No,2278,No,0,0,0,0,1,1,0,2,1,34.4120583,-117.5700833,SAN BERNARDINO,191.3809524,7,0,NotInCurtailedWatershed,18-09,18-090208,FR-6,FR-999,0-000,0-000,0-000,6-0436-042,0-000,Yes,106.2959244,0
955,1856,0,No,No,No,1299,No,0,0,0,0,1,1,0,2,0.333333333,34.2094699,-117.0823502,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-09,18-090208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,106.2959244,0
2830,5849,0,No,No,No,1979,No,0,0,0,0,1,0,0,1,0.333333333,34.7347059,-117.3294195,SAN BERNARDINO,191.3809524,7,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-0426-041,0-000,No,106.2959244,0
1225,2320,0,No,No,No,-1,No,0,0,0,1,0,1,2,4,-1,34.2348023,-117.2768427,SAN BERNARDINO,191.3809524,0,1,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
467,1633,0,No,No,No,1734,No,0,0,0,0,1,0,0,1,0,34.2350155,-117.4074785,SAN BERNARDINO,191.3809524,15,0,NotInCurtailedWatershed,18-07,18-070203,FR-8,FR-999,0-000,0-000,0-000,0-000,8-002,No,201.0948396,0
316,1033,0,No,No,No,1859,No,0,0,0,0,0,0,0,0,0.333333333,34.9054829,-116.831901,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,No,106.2959244,0
7058,23291,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0,34.4225769,-117.5712755,SAN BERNARDINO,191.3809524,14,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-0436-0446-042,0-000,Yes,106.2959244,0
3967,14678,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,34.4762879,-117.2840527,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
3382,12513,0,Yes,Yes,No,-1,No,0,0,0,0,1,0,0,1,1.333333333,34.51403,-117.36324,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
4,0,0,No,No,No,-1,No,0,0,0,2,2,2,2,8,-1,34.5038852,-117.1770351,SAN BERNARDINO,191.3809524,6,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
419,1150,0,No,No,No,1499,No,0,0,0,0,0,0,0,0,1,34.8957957,-117.0172826,SAN BERNARDINO,191.3809524,0,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-040,0-000,Yes,106.2959244,0
2480,18811,0,No,No,No,1043,No,0,0,0,0,0,0,0,0,0,34.2327172,-116.0560817,SAN BERNARDINO,191.3809524,11,0,NotInCurtailedWatershed,181-0,18-100100,7,0-000,0-000,0-000,0-000,0-000,7-0137-062,No,30.53258519,0
3315,16000,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0.333333333,35.2628402,-116.6846351,SAN BERNARDINO,191.3809524,8,0,NotInCurtailedWatershed,18-09,18-090208,6,0-000,0-000,0-000,0-000,6-0366-025,0-000,No,106.2959244,0
1,84,0.5,No,No,No,1399,No,0,0,0,0,0,1,0,1,0.333333333,34.033198,-116.9068841,SAN BERNARDINO,191.3809524,2,0,NotInCurtailedWatershed,181-0,18-100201,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,110.0376235,0
5,65,0,No,No,No,1072,No,0,0,0,0,0,0,0,0,0.333333333,34.2378649,-117.2944416,SAN BERNARDINO,191.3809524,3,0,NotInCurtailedWatershed,18-09,18-090208,FR-6,FR-999,0-000,0-000,0-000,6-042,0-000,No,106.2959244,0
1912,10667,0,No,No,No,1065,No,0,0,0,0,0,0,0,0,0.333333333,33.9811158,-117.6859715,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,No,201.0948396,0
2,1750,0,No,No,No,1450,No,0,0,0,0,0,0,0,0,1,33.9490314,-117.6361501,SAN BERNARDINO,191.3809524,0,0,NotInCurtailedWatershed,18-07,18-070203,8,0-000,0-000,0-000,0-000,0-000,8-002,Yes,201.0948396,0
779,1818,0,No,No,Yes,2256,No,0,0,0,0,0,0,0,0,0.666666667,33.9125696,-118.2745505,SAN BERNARDINO,191.3809524,5,0,NotInCurtailedWatershed,18-07,18-070106,6,0-000,0-000,0-000,0-000,6-054,0-000,Yes,68.43379361,0
58,150,0.5,No,No,No,1211,No,1,2,2,0,2,2,0,10,0.333333333,32.8493753,-116.5572471,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
102,300,0.5,No,No,No,949,No,0,0,0,0,1,1,0,2,0.333333333,32.8493753,-116.5572471,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
39,50,1,No,No,No,573,No,0,0,0,0,0,1,0,1,1.5,33.0786552,-116.6019637,SAN DIEGO,73.45714286,1,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
159,200,0,No,No,No,328,No,0,0,0,0,0,0,0,0,0.5,33.0786552,-116.6019637,SAN DIEGO,73.45714286,4,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
46,150,0.5,No,No,No,1470,No,0,0,0,0,0,0,0,0,0.333333333,32.661623,-116.706202,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070305,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,31.78235015,0
55,100,0,No,No,No,1850,No,0,0,0,0,0,0,0,0,0.333333333,33.1489416,-116.1693694,SAN DIEGO,73.45714286,3,0,NotInCurtailedWatershed,181-0,18-100203,7,0-000,0-000,0-000,0-000,0-000,7-024,No,45.08827251,0
28,100,1,No,No,No,1006,No,0,0,0,0,0,0,0,0,1.333333333,32.8674653,-116.4187931,SAN DIEGO,73.45714286,1,0,NotInCurtailedWatershed,18-07,18-070305,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,31.78235015,0
110,290,0,No,No,No,1404,No,0,0,0,0,1,0,0,1,0,32.6075795,-116.4697321,SAN DIEGO,73.45714286,3,0,NotInCurtailedWatershed,18-07,18-070305,9,0-000,0-000,0-000,0-000,0-000,9-028,Yes,31.78235015,0
150,330,0,No,No,No,1607,No,0,0,0,0,0,0,0,0,0.333333333,33.0852605,-117.1382404,SAN DIEGO,73.45714286,3,0,NotInCurtailedWatershed,18-07,18-070303,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,69.64396161,0
35,100,0,No,No,No,206,No,0,0,0,1,2,1,0,4,1,32.8493753,-116.5572471,SAN DIEGO,73.45714286,4,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
101,300,0.5,No,No,No,719,No,0,0,0,0,0,0,0,0,0.333333333,33.1091684,-116.673794,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
230,760,0,No,No,No,1339,No,0,0,0,0,1,0,0,1,0.333333333,33.0431868,-116.6210384,SAN DIEGO,73.45714286,4,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
185,1517,0,No,No,No,1284,No,0,0,0,0,1,1,0,2,0.333333333,33.0799908,-116.603996,SAN DIEGO,73.45714286,5,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
37,95,0.5,No,No,No,1402,No,0,0,0,0,0,0,0,0,0.333333333,33.0413604,-116.8792553,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070304,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,36.67104046,0
137,250,1,No,No,No,787,No,0,0,0,0,0,0,0,0,1.333333333,33.1773669,-116.9980155,SAN DIEGO,73.45714286,0,1,NotInCurtailedWatershed,18-07,18-070303,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,69.64396161,0
94,300,1,No,No,No,581,No,0,0,0,0,1,0,0,1,1.5,36.778261,-119.4179324,SAN DIEGO,73.45714286,1,0,NotInCurtailedWatershed,18-03,18-030012,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,635.6508214,0
197,670,0,No,No,No,362,No,0,0,0,0,1,0,0,1,0.5,32.6802904,-116.5120681,SAN DIEGO,73.45714286,5,0,NotInCurtailedWatershed,18-07,18-070305,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,31.78235015,0
