ServiceConnections,Population,Score_SourceNumber,Score_SourceCapacityViolations,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,Lat,Long,County,DSCI2WYAvg,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,TNCFlow2WYAvg,DroughtExperienced
1,0,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,-1,33.1385619,-117.3347224,SAN DIEGO,73.45714286,0,2,NotInCurtailedWatershed,18-07,18-070303,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,69.64396161,0
216,500,0,No,No,No,1503,No,0,0,0,0,0,0,0,0,0,32.6195516,-116.4662043,SAN DIEGO,73.45714286,0,2,NotInCurtailedWatershed,18-07,18-070305,9,0-000,0-000,0-000,0-000,0-000,9-028,Yes,31.78235015,0
1605,26355,0,No,No,No,2117,No,0,0,0,0,2,0,0,2,0,33.3178416,-117.3205123,SAN DIEGO,73.45714286,6,0,NotInCurtailedWatershed,18-07,18-070302,FR-9,FR-999,0-000,0-000,0-000,0-000,9-0029-003,Yes,40.30027419,0
7821,56985,0,No,No,No,-1,No,0,0,0,0,0,1,0,1,0,33.3178416,-117.3205123,SAN DIEGO,73.45714286,12,0,NotInCurtailedWatershed,18-07,18-070302,FR-9,FR-999,0-000,0-000,0-000,0-000,9-004,Yes,40.30027419,0
267,670,0,No,No,No,2310,No,0,0,0,0,0,0,1,1,0,32.7183501,-117.171372,SAN DIEGO,73.45714286,0,0,NotInCurtailedWatershed,18-07,18-070304,9,0-000,0-000,0-000,0-000,0-000,9-014,Yes,36.67104046,0
1663,6000,0,No,No,No,2038,No,0,0,0,0,0,1,2,3,0,32.6833364,-117.1220632,SAN DIEGO,73.45714286,0,0,NotInCurtailedWatershed,18-07,18-070304,9,0-000,0-000,0-000,0-000,0-000,9-033,Yes,36.67104046,0
6,125,0.5,No,No,No,1094,No,0,0,0,0,0,0,0,0,0.333333333,33.3239173,-116.6832684,SAN DIEGO,73.45714286,2,0,NotInCurtailedWatershed,18-07,18-070303,9,0-000,0-000,0-000,0-000,0-000,9-008,No,69.64396161,0
9,80,1,No,No,No,72,No,0,0,2,0,0,1,0,3,2,32.9776115,-116.5239145,SAN DIEGO,73.45714286,1,0,NotInCurtailedWatershed,181-0,18-100202,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,24.64210503,0
257,600,0,No,No,No,-1,Yes,0,0,0,1,0,1,0,2,-1,37.7809272,-122.419371,SAN FRANCISCO,260.6,8,15,PartialSJ,18-05,18-050004,FR-2,FR-999,2-0112-035,0-000,0-000,0-000,0-000,No,21.21512239,1
81,150,0,No,No,No,1373,No,0,0,0,1,0,1,0,2,1,37.8119589,-120.3011213,SAN FRANCISCO,260.6,0,0,SanJoaquinRiver,18-04,18-040009,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,820.7491021,0
1,1,0,No,No,No,-1,No,0,0,0,1,0,1,0,2,-1,37.5273268,-121.529479,SAN JOAQUIN,255.952381,0,0,NotInCurtailedWatershed,18-05,18-050004,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,21.21512239,0
170842,884363,0,No,No,No,-1,No,0,0,0,1,0,1,0,2,-1,37.7809272,-122.419371,SAN FRANCISCO,260.6,7,0,NotInCurtailedWatershed,18-05,18-050004,2,0-000,2-035,0-000,0-000,0-000,0-000,Yes,21.21512239,0
1219,3500,0,No,No,No,2353,No,0,0,0,0,2,0,0,2,0,37.790444,-122.4821484,SAN FRANCISCO,260.6,0,1,NotInCurtailedWatershed,18-05,18-050002,2,0-000,2-038,0-000,0-000,0-000,0-000,Yes,68.68378425,0
172,2400,0,No,No,No,1693,No,0,0,0,1,0,1,0,2,1,37.8170069,-122.3712943,SAN FRANCISCO,260.6,0,0,NotInCurtailedWatershed,18-05,18-050002,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,68.68378425,0
79,120,0.5,No,No,Yes,2169,No,0,0,0,0,1,1,1,3,1,38.1909312,-121.0875922,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
78,270,0.5,No,No,Yes,2129,No,0,0,2,0,0,0,0,2,1,37.9314979,-121.0032478,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
32,105,1,No,No,Yes,431,No,0,0,0,0,1,1,1,3,2.166666667,38.0445015,-121.2282958,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
20,60,1,No,No,Yes,736,No,0,0,0,0,1,1,1,3,2,38.0445015,-121.2282958,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
34,109,1,No,No,Yes,432,No,0,0,0,0,1,1,1,3,2.166666667,38.0395169,-121.251791,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
28,110,0,No,No,No,998,No,0,0,0,0,1,1,1,3,1,37.7345254,-121.43419,SAN JOAQUIN,255.952381,0,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
52,141,0.5,No,No,Yes,1588,No,0,0,0,0,1,1,1,3,1,38.0417824,-121.3440995,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
16,40,1,No,No,No,583,No,0,0,0,0,1,0,0,1,1.5,37.4435637,-120.7896607,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040002,5,0-000,0-000,0-000,5-022,0-000,0-000,No,2136.241642,0
52,104,1,No,No,Yes,935,No,0,0,0,0,1,0,0,1,2,38.1507851,-121.3010793,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
54,146,1,No,No,Yes,909,No,0,0,0,0,1,1,1,3,2,38.0445015,-121.2282958,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
72,180,0.5,No,No,Yes,1302,No,0,0,0,0,1,0,0,1,1,37.9945952,-121.2469654,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
28,60,0.5,No,No,Yes,1817,No,0,0,0,1,2,0,0,3,1,37.9187585,-121.2278709,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
19,50,1,No,No,Yes,1166,No,0,0,0,0,0,0,0,0,2,37.946499,-121.2360969,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
22,50,1,No,No,Yes,1101,No,0,0,0,0,0,0,0,0,2,38.2041021,-121.2618766,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
82,200,1,No,No,Yes,1374,No,0,0,0,0,1,0,0,1,2,38.055471,-121.25615,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
68,200,0.5,No,No,Yes,1633,No,0,2,0,0,1,0,0,3,1,38.0561173,-121.2565785,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
30,75,1,No,No,Yes,1183,No,0,0,0,0,1,0,0,1,2,37.9266361,-121.229548,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
49,64,1,No,No,Yes,316,No,0,0,0,0,0,0,0,0,2.166666667,37.9950144,-121.2480832,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
83,160,0.5,No,No,Yes,1462,No,0,0,0,1,1,1,0,3,1,38.0781362,-121.2845895,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
63,120,0.5,No,No,Yes,1947,No,0,0,0,0,0,0,0,0,1,37.9718991,-121.2422501,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
50,100,1,No,No,Yes,311,No,0,0,0,0,0,0,0,0,2.166666667,37.9907766,-121.1889682,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
73,150,0.5,No,No,Yes,1910,No,0,0,0,0,0,0,0,0,1,37.7702176,-121.2892281,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
99,275,1,No,No,Yes,353,No,0,0,0,1,1,1,0,3,2.166666667,37.9149043,-121.2233652,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
44,125,1,No,No,Yes,1164,No,0,0,0,0,1,0,0,1,2,38.2254813,-121.4776398,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
43,100,1,No,No,Yes,729,No,0,0,0,0,0,0,0,0,2,38.1581922,-121.1504625,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
37,148,1,No,No,Yes,1585,No,0,0,0,0,1,0,0,1,2,37.7496778,-121.5035658,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
44,98,0.5,No,No,No,1082,No,0,0,0,0,1,1,1,3,0.333333333,37.7180933,-121.4538868,SAN JOAQUIN,255.952381,2,0,SacSJ,18-04,18-040003,5,0-000,0-000,0-000,5-0225-021,0-000,0-000,No,7108.931366,0
26,55,1,No,No,Yes,1523,No,0,0,0,1,1,1,0,3,2,38.0479957,-121.2595964,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
21,76,0,No,No,Yes,1071,No,0,0,0,0,1,1,1,3,1.666666667,38.0434058,-121.2969674,SAN JOAQUIN,255.952381,0,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
25,55,1,No,No,No,233,No,0,0,0,0,0,0,0,0,2,38.156322,-121.295986,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
72,161,1,No,No,Yes,430,No,0,0,0,0,1,1,1,3,2.166666667,38.0244909,-121.2447065,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
37,110,1,No,No,Yes,335,No,0,0,0,0,0,0,0,0,2.166666667,38.150896,-121.3018726,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
88,158,0.5,No,No,Yes,1052,No,0,0,0,0,1,1,1,3,1,38.0554735,-121.2571688,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
71,200,0.5,No,No,Yes,2053,No,0,0,0,0,1,1,1,3,1,38.0521138,-121.3484448,SAN JOAQUIN,255.952381,2,0,PartialSJ,18-04,18-040003,5A9,0-000,0-000,0-000,5-022,0-000,9-007,No,7108.931366,0
15,35,1,No,No,Yes,1426,No,0,0,0,0,0,0,0,0,2,37.9278932,-121.2332261,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040051,5,0-000,0-000,0-000,5-022,0-000,0-000,No,24.14654191,0
31,75,1,No,No,No,795,No,0,0,0,0,0,0,0,0,1.333333333,38.160016,-121.296871,SAN JOAQUIN,255.952381,1,0,NotInCurtailedWatershed,18-04,18-040012,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6935.890773,0
49,120,1,No,No,Yes,236,No,0,0,0,0,0,0,0,0,2.666666667,37.959143,-121.2583635,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
58,55,0.5,No,No,Yes,969,No,0,0,0,0,0,0,0,0,1,38.2269421,-121.4902919,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
113,300,0.5,No,No,No,1304,No,0,0,0,1,1,0,1,3,0.333333333,37.7375806,-121.3987385,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
51,100,1,No,No,Yes,1111,No,0,0,0,0,1,0,0,1,2,37.8497696,-121.3214801,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
173,340,1,No,No,Yes,1447,No,0,0,0,0,0,0,0,0,2,38.1618135,-121.2607023,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
25,70,1,No,No,No,228,No,0,0,0,1,1,1,0,3,2,38.0559548,-121.2560258,SAN JOAQUIN,255.952381,1,0,NotInCurtailedWatershed,18-04,18-040003,9,0-000,0-000,0-000,0-000,0-000,9-028,No,7108.931366,0
12,39,1,No,No,No,598,No,0,0,0,0,0,0,0,0,1.333333333,38.1582041,-121.26096,SAN JOAQUIN,255.952381,1,0,NotInCurtailedWatershed,18-04,18-040012,2,0-000,2-002,0-000,0-000,0-000,0-000,No,6935.890773,0
150,320,0.5,No,No,Yes,1534,No,0,0,0,0,1,1,0,2,1,38.116226,-121.1735142,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
2,75,0.5,No,No,Yes,1881,No,0,0,0,2,2,2,1,7,1,38.1389355,-121.1795621,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
116,150,0,No,No,Yes,884,No,0,0,0,0,0,0,0,0,1,38.0096429,-121.2342212,SAN JOAQUIN,255.952381,3,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
12,30,1,No,No,No,1126,No,0,0,0,0,0,0,0,0,1.333333333,37.71251,-121.2487242,SAN JOAQUIN,255.952381,1,0,NotInCurtailedWatershed,18-04,18-040003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,7108.931366,0
36,90,1,No,No,Yes,469,No,0,0,0,0,1,1,1,3,2.166666667,37.7467666,-121.0978861,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040010,5,0-000,0-000,0-000,5-022,0-000,0-000,No,514.9422703,0
162,300,1,No,No,No,307,No,0,0,0,1,1,1,0,3,1.5,37.9812114,-121.2684373,SAN JOAQUIN,255.952381,1,0,NotInCurtailedWatershed,18-04,18-040003,9,0-000,0-000,0-000,0-000,0-000,9-028,No,7108.931366,0
43,100,1,No,No,Yes,588,No,0,0,0,0,1,0,0,1,2.166666667,37.9944488,-121.1704349,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
14,40,1,No,No,No,647,No,0,0,0,0,0,0,0,0,1.333333333,37.7435431,-121.4610728,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
93,100,1,No,No,Yes,1494,No,0,0,0,1,1,1,1,4,2,37.6307636,-121.2871623,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040002,5,0-000,0-000,0-000,5-022,0-000,0-000,No,2136.241642,0
85,255,0.5,No,No,Yes,1779,No,0,0,0,0,0,0,0,0,1,38.05596,-121.2558568,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
47,68,0.5,No,No,Yes,1104,No,0,0,0,0,1,1,1,3,1,38.1539723,-121.300859,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
36,130,0.5,No,No,Yes,1714,No,0,0,0,0,0,0,0,0,1,38.0017488,-121.2600212,SAN JOAQUIN,255.952381,2,0,PartialSJ,18-04,18-040011,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
94,293,0.5,No,No,Yes,2144,No,0,0,0,0,1,1,1,3,1,38.13839,-121.206543,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,6935.890773,0
32,100,0.5,No,No,Yes,931,No,0,0,0,0,1,1,1,3,1,37.9967759,-121.244279,SAN JOAQUIN,255.952381,2,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
76,200,1,No,No,Yes,1465,No,0,0,0,1,1,1,0,3,2,38.0566863,-121.4568592,SAN JOAQUIN,255.952381,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
38,100,0,No,No,Yes,1045,No,0,0,0,0,1,1,1,3,1.666666667,38.0554735,-121.2571688,SAN JOAQUIN,255.952381,0,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
